S. No.,Tests,category_id,Banglore_price,Description
484,"AL131 - Allergen, Individual-Food Pecanut Carya illinoensis",BLOOD,"1,500",Serum
485,"AL132 - Allergen, Individual-Food Pineapple Ananas",BLOOD,"1,500",Serum
486,"AL133 - Allergen, Individual-Food Pistachio",BLOOD,"1,500",Serum
487,"AL134 - Allergen, Individual-Food Plaice Fish (Pleuronectes
platessa)",BLOOD,"1,500",Serum
488,"AL135 - Allergen, Individual-Food Plum Prunus domestica",BLOOD,"1,500",Serum
489,"AL136 - Allergen, Individual-Food Poppy Seed Papaver somniferum",BLOOD,"1,500",Serum
490,"AL137 - Allergen, Individual-Food Pork Pig meat",BLOOD,"1,500",Serum
491,"AL138 - Allergen, Individual-Food Potato Aaloo (Solanum Tuberosum)",BLOOD,"1,500",Serum
492,"AL139 - Allergen, Individual-Food Pumpkin Cucurbita pepo",BLOOD,"1,500",Serum
493,"AL140 - Allergen, Individual-Food Red Chilly",BLOOD,"1,500",Serum
494,"AL141 - Allergen, Individual-Food Red Kidney Bean Phaseolus
vulgaris",BLOOD,"1,500",Serum
495,"AL142 - Allergen, Individual-Food Rice Chawal (Oryza Sativa)",BLOOD,"1,500",Serum
496,"AL143 - Allergen, Individual-Food Salmon Rawas fish (Salmo
Salar)",BLOOD,"1,500",Serum
497,"AL144 - Allergen, Individual-Food Sardine Fish (Pleuronectes
platessa)",BLOOD,"1,500",Serum
498,"AL145 - Allergen, Individual-Food Sesame Seed Sesamum
indicum",BLOOD,"1,500",Serum
499,"AL146 - Allergen, Individual-Food Shrimp / Prawns",BLOOD,"1,500",Serum
500,"AL147 - Allergen, Individual-Food Soyabean Glycine Max",BLOOD,"1,500",Serum
501,"AL148 - Allergen, Individual-Food Spinach Palak ( Spinachia Oleracea)",BLOOD,"1,500",Serum
502,"AL149 - Allergen, Individual-Food Strawberry Fragaria vesca",BLOOD,"1,500",Serum
503,"AL150 - Allergen, Individual-Food Sunflower Seed Helianthus annuus",BLOOD,"1,500",Serum
504,"AL151 - Allergen, Individual-Food Sweet Potato Ipomea batatas",BLOOD,"1,500",Serum
505,"AL152 - Allergen, Individual-Food Tea Chai (Camellia sinensis)",BLOOD,"1,500",Serum
506,"AL153 - Allergen, Individual-Food Tomato Tamatar
(Lycopersicon Lycopresicum)",BLOOD,"1,500",Serum
507,"AL154 - Allergen, Individual-Food Tuna Fish (Pleuronectes
platessa)",BLOOD,"1,500",Serum
508,"AL155 - Allergen, Individual-Food Turmeric",BLOOD,"1,500",Serum
509,"AL156 - Allergen, Individual-Food Vanilla Vanilla planifolia",BLOOD,"1,500",Serum
510,"AL157 - Allergen, Individual-Food Walnut Juglans californica",BLOOD,"1,500",Serum
511,"AL158 - Allergen, Individual-Food Water Melon Citrullus lanatus",BLOOD,"1,500",Serum
512,"AL159 - Allergen, Individual-Food Wheat Gehon (Triticum Aestivum)",BLOOD,"1,500",Serum
513,"AL160 - Allergen, Individual-Food White Bean Phaseolus Vulgaris",BLOOD,"1,500",Serum
514,"AL161 - Allergen, Individual-Food Yogurt",BLOOD,"1,500",Serum
515,"AL162 - Allergen, Individual-Grass pollen Bahia Grass Indian Rice Grass ( Paspalum Notatum)",BLOOD,"1,500",Serum
516,"AL163 - Allergen, Individual-Grass pollen Bermuda Grass Durva
(Cynodon Grass)",BLOOD,"1,500",Serum
517,"AL164 - Allergen, Individual-Grass pollen Common Reed Grass
Phragmites communis",BLOOD,"1,500",Serum
518,"AL165 - Allergen, Individual-Grass pollen Cultivated RyeGrass
Secale Cereale",BLOOD,"1,500",Serum
519,"AL166 - Allergen, Individual-Grass pollen Cultivated Wheat
Triticum Aestivum",BLOOD,"1,500",Serum
520,"AL167 - Allergen, Individual-Grass pollen Johnson Grass Jowar
grass (Sorghum Grass)",BLOOD,"1,500",Serum
521,"AL168 - Allergen, Individual-Grass pollen Meadow Fescue
Festuca elatior",BLOOD,"1,500",Serum
522,"AL169 - Allergen, Individual-Grass pollen Meadow Grass Poa
Pratensis",BLOOD,"1,500",Serum
523,"AL170 - Allergen, Individual-Grass pollen Orchard Grass",BLOOD,"1,500",Serum
524,"AL171 - Allergen, Individual-Grass pollen Rye Grass Lolium Perene",BLOOD,"1,500",Serum
525,"AL172 - Allergen, Individual-Grass pollen Sweet Vernal Anthoxanthum Odoratum",BLOOD,"1,500",Serum
526,"AL173 - Allergen, Individual-Grass pollen Timothy Grass Ghass (Phleum Pratense)",BLOOD,"1,500",Serum
527,"AL174 - Allergen, Individual-Grass pollen Velvet Holcus lanatus",BLOOD,"1,500",Serum
528,"AL175 - Allergen, Individual-Grass pollen Zea Mays Grass
Maize(Corn )",BLOOD,"1,500",Serum
529,"AL176 - Allergen, Individual-Insect Cockroach German Blatella
Germanica",BLOOD,"1,500",Serum
530,"AL177 - Allergen, Individual-Insect Honey Bee Venom Madhu
Makhhi (Apis Mellifera)",BLOOD,"1,500",Serum
531,"AL178 - Allergen, Individual-Insect Moth Bombyx mori",BLOOD,"1,750",Serum
532,"AL179 - Allergen, Individual-Insect Paper wasp Venom Polistes
spp.",BLOOD,"1,750",Serum
533,"AL180 - Allergen, Individual-Metals Chromium",BLOOD,"1,750",Serum
534,"AL181 - Allergen, Individual-Micro organism Alternaria Tenius
fungus",BLOOD,"1,500",Serum
535,"AL182 - Allergen, Individual-Micro organism Aspergillus
Fumigatus fungus",BLOOD,"1,500",Serum
536,"AL183 - Allergen, Individual-Micro organism Candida Albicans fungus",BLOOD,"1,500",Serum
537,"AL184 - Allergen, Individual-Micro organism Cladosporium Herbarum fungus",BLOOD,"1,500",Serum
538,"AL185 - Allergen, Individual-Micro organism Heliminthosporium Halodes",BLOOD,"1,500",Serum
539,"AL186 - Allergen, Individual-Micro organism Mosquito Machhar (Aedes Communis)",BLOOD,"1,500",Serum
540,"AL187 - Allergen, Individual-Micro organism Mucor Racemosus
fungus",BLOOD,"1,500",Serum
541,"AL188 - Allergen, Individual-Micro organism Penicillium Notatum fungus (Penicillium chrysogenum)",BLOOD,"1,500",Serum
542,"AL189 - Allergen, Individual-Micro organism Rhizopus Nigricans
fungus",BLOOD,"1,500",Serum
543,"AL190 - Allergen, Individual-Micro organism Trichophyton",BLOOD,"1,500",Serum
544,"AL191 - Allergen, Individual-Occupational Isocynate Hdi",BLOOD,"1,750",Serum
545,"AL192 - Allergen, Individual-Occupational Isocynate Mdi",BLOOD,"1,750",Serum
546,"AL193 - Allergen, Individual-Occupational Isocynate Tdt",BLOOD,"1,750",Serum
547,"AL194 - Allergen, Individual-Occupational Latex",BLOOD,"1,750",Serum
548,"AL195 - Allergen, Individual-Occupational Silk",BLOOD,"1,750",Serum
549,"AL196 - Allergen, Individual-Others Avocado",BLOOD,"1,500",Serum
550,"AL197 - Allergen, Individual-Others Bupivacaine Anaesthesia",BLOOD,"1,750",Serum
551,"AL198 - Allergen, Individual-Others Cotton kapus",BLOOD,"1,500",Serum
552,"AL199 - Allergen, Individual-Others Lidocaine (lignocaine)
Anaesthesia",BLOOD,"1,750",Serum
553,"AL200 - Allergen, Individual-Others Paietaria Officinatis",BLOOD,"1,500",Serum
554,"AL201 - Allergen, Individual-Others Pityrosporum Orbiculare",BLOOD,"1,750",Serum
555,"AL202 - Allergen, Individual-Others Pthalic Anhydride",BLOOD,"1,750",Serum
556,"AL203 - Allergen, Individual-Others Stemphylium Botryosum",BLOOD,"1,750",Serum
557,"AL204 - Allergen, Individual-Others Wool",BLOOD,"1,500",Serum
558,"AL206 - Allergen, Individual-Tree pollen Acasia Babool (Acasia
Longifolia)",BLOOD,"1,500",Serum
559,"AL207 - Allergen, Individual-Tree pollen Alder Alnus Incana",BLOOD,"1,500",Serum
560,"AL208 - Allergen, Individual-Tree pollen Birch Betula Verrucosa",BLOOD,"1,500",Serum
561,"AL209 - Allergen, Individual-Tree pollen Cottonwood Populus deltoides",BLOOD,"1,500",Serum
562,"AL210 - Allergen, Individual-Tree pollen Eucalyptus Nilgiri (Safeda )",BLOOD,"1,500",Serum
563,"AL211 - Allergen, Individual-Tree pollen Hazel Corylus Avellana",BLOOD,"1,500",Serum
564,"AL212 - Allergen, Individual-Tree pollen Japanese Cedar
Cryptomeria japonica",BLOOD,"1,500",Serum
565,"AL213 - Allergen, Individual-Tree pollen Mesquite Pahadi
Keekar (Prosopis Juliflora)",BLOOD,"1,500",Serum
566,"AL214 - Allergen, Individual-Tree pollen Mulberry Shahtoot
(Morus alba)",BLOOD,"1,500",Serum
567,"AL215 - Allergen, Individual-Tree pollen Oak Quercus Alba",BLOOD,"1,500",Serum
568,"AL205 - Allergen, Individual-Tree pollen Papdi Chibil / Elm",BLOOD,"1,500",Serum
569,"AL216 - Allergen, Individual-Tree pollen White Pine Pinus
strobus",BLOOD,"1,500",Serum
570,"AL217 - Allergen, Individual-Tree pollen Willow Salix Caprea",BLOOD,"1,500",Serum
571,"AL218 - Allergen, Individual-Weed pollen Cocklebur Xanthium
commune",BLOOD,"1,500",Serum
572,"AL219 - Allergen, Individual-Weed pollen Common Pigweed Kaantewali Chauli ( Amaranthus Retroflexus)",BLOOD,"1,500",Serum
573,"AL220 - Allergen, Individual-Weed pollen Common Ragweed Close To Parthenium / Congress Grass (Ambrosia
Elatior)",BLOOD,"1,500",Serum
574,"AL221 - Allergen, Individual-Weed pollen English Plantain
Plantago Lanceolata",BLOOD,"1,500",Serum
575,"AL222 - Allergen, Individual-Weed pollen Golden Rod Solidago
Virgaurea",BLOOD,"1,500",Serum
576,"AL223 - Allergen, Individual-Weed pollen Goose Foot
Chenopodium Album",BLOOD,"1,500",Serum
577,"AL224 - Allergen, Individual-Weed pollen Mugwort Sita Bani
(Artemisia Vulgaris / BanoBarna)",BLOOD,"1,500",Serum
578,"AL225 - Allergen, Individual-Weed pollen Nettle Urtica dioica",BLOOD,"1,500",Serum
579,"AL226 - Allergen, Individual-Weed pollen Rape Pollen Sarson (Brassica Napus)",BLOOD,"1,500",Serum
580,"AL227 - Allergen, Individual-Weed pollen Saltwort (Salsola kali / pestifer) Serum",BLOOD,"1,500",Serum
581,AL285 - Allergy monitoring Eosinophil cationic protein ECP,BLOOD,"2,975",Serum
582,"AL228 - Allergy panel-Food Fish Panel 6 parameters (Cod Fish, Herring, Mackerel, Salmon, Tuna,
Total IgE)",BLOOD,"3,750",Serum
583,"AL229 - Allergy panel-Food Fruit Panel 9 parameters
(Mango, Kiwi, Banana, Papaya, Apple, Peach, Pear, Pineapple, Total IgE)",BLOOD,"5,750",Serum
584,"AL230 - Allergy panel-Food Fx 5 (For Infants) Panel 7 parameters (Egg White, Cod Fish,Wheat,
Peanut,Soyabean, Cow Milk , Total IgE)",BLOOD,"4,000",Serum
585,"AL231 - Allergy panel-Food Milk & Milk Product Panel 6 parameters (Cow Milk ( Doodh), Casein ( Milk Protein / Dahi), Cheese Cheddar, Alpha Lactalbumin, Beta
Lactoglolin, Total IgE)",BLOOD,"5,000",Serum
586,"AL232 - Allergy panel-Food Nonvegetarian Panel 11 parameters (Chicken meat, Beef, Salmon, Tuna, Shrimp, Pork, Cod Fish, Egg Yolk, Blue Mussel, egg white, Total IgE)",BLOOD,"6,250",Serum
587,"AL233 - Allergy panel-Food Nuts Panel 10 parameters (Almond, Brazil Nut, Hazelnut, Peanut,
cashewnut, pecanut, walnut, Pistachio,
Coconut, IgE)",BLOOD,"6,000",Serum
588,"AL234 - Allergy panel-Food Oil Panel 6 parameters (Mustard Seed, Peanut,Coconut,Soyabean, Olive, Total IgE)",BLOOD,"4,375",Serum
589,"AL237 - Allergy panel-Food Vegetable-1 Panel 6 parameters Garlic , Onion, Celery, Tomato, Yeast, Total IgE",BLOOD,"3,750",Serum
590,"AL238 - Allergy panel-Food Vegetable-2 Panel 5 parameters Tomato, Paprika, Spinach, Cabbage, Total IgE",BLOOD,"3,125",Serum
591,"AL239 - Allergy panel-Food Vegetarian + Nonvegetarian Panel 22 parameters Egg White, Wheat, Peanut, Soyabean, Cow
Milk,Chicken Meat, Beef, Pork,Egg Yolk,Cod Fish,Shrimp,Tuna,Salmon,Blue Mussel, Pineapple, Lemon,Rice, Lentil, olive,Tomato,
garlic, onion, Total IgE",BLOOD,"11,875",Serum
592,"AL240 - Allergy panel-Food Vegetarians Panel 12 parameters Taken by Default. Cow Milk, Lemon, Pineapple, Peanut, Potato, Wheat, Rice,Soyabean, Lentils, Tomato, Olive, Total IgE",BLOOD,"7,000",Serum
593,"AL242 - Allergy panel-others Animal Panel 8 parameters Cat Dander,Dog Dander,Rat epithelium, Mouseepithelium, Guinea pig epithelium, Horse, cow dander, Total IgE",BLOOD,"4,875",Serum
594,"AL243 - Allergy panel-others Antibiotic profile 8 parametrs Amoxicillin, Ampicillin, Penicilloyl V, Penicilloyl G, Cephalosporin mix, Ciprofloxacin,Sulfametaxazole, Doxycycline, Total IgE",BLOOD,"9,000",Serum
595,"AL248 - Allergy panel-others Drug Panel: ( Maxi ) 12 parameters Amoxcycillin, Ampicillin, ACTH, Penicillin V,Penicillin G, Human Insulin,Diclofenac,Ibuprufen,Paracetamol,Ciprofloxacin
,Sulfa,Total IgE",BLOOD,"11,375",Serum
596,"AL249 - Allergy panel-others Drugs Panel 7 parameters Amoxcycillin, Ampicillin, Acth, Penicilloyl V,
Penicilloyl G, Human Insulin Total IgE",BLOOD,"5,125",Serum
597,"AL250 - Allergy panel-others Dust Panel 5 parameters House Dust, D Farinae, D Pteronsysinus, Cockroach, Total IgE",BLOOD,"3,500",Serum
598,"AL261 - Allergy panel-others Insects Panel 4 parameters Honey Bee Venom, Cockroach,Mosquito, Total IgE",BLOOD,"3,375",Serum
599,"AL262 - Allergy panel-others Mold-1 Panel 5 parameters (fungus) Alternaria Alternata, Cladroporium Herbarum,Aspergillus Fumigatus, P. Notatum, Total IgE",BLOOD,"3,250",Serum
600,"AL263 - Allergy panel-others Mold-2 Panel 6 parameters (fungus)  Pencillium Notatum, Cladosporium, Herbarum, Aspergillus Fumigatus, Candida Albicans, Alternaria Tenius, Tota IgE",BLOOD,"3,750",Serum
601,"AL265 - Allergy panel-others Occupation Panel 9 parameters Abachi Wood Dust, Castor Bean, Cotton Seed,Ethylene Oxide, Formalin, Latex, Silk, Sunflower Seeds Total IgE. Plz enquire before sending sample.",BLOOD,"15,000",Serum
602,"AL266 - Allergy panel-others Outdoor Panel 9 parameters Rye Grass, Sweet Vernal, Golden Rod, English, Plantain, Alder, Birch, Lambs Quarter, Nettle, Total IgE",BLOOD,"6,500",Serum
603,"AL267 - Allergy panel-others Pulses panel 6 parameters Lentil, Chick pea, White bean, green pea, Soyabean, total IgE",BLOOD,"4,000",Serum
604,"AL271 - Allergy panel-others Trees pollen Panel 6 parameters Alnus Incana, Common Silver Birch, Corylus Avellana, Oak, Salix Caprea, Total IgE",BLOOD,"3,875",Serum
605,"AL272 - Allergy panel-others Weeds pollen Panel 6 parameters Common Ragweed,Mugwort,Plantain English, Goosefoot,Salwort, Total IgE",BLOOD,"3,875",Serum
606,"AL273 - Allergy screening Group Panel 11 parameters (Inhalants/Phadiatop, Animals, Molds, Trees, Weeds, Grasses, Foods / Fx5, Nut, Fish, Non Veg Mixes ,Total
IgE)",BLOOD,"8,875",Serum
607,"AL280 - Allergy screening IgE-total antibodies with Phadiatop
(Adult & >5y)",BLOOD,"1,875",Serum
608,"AL281 - Allergy screening IgE-total antibodies with Phadiatop
(Child < 5 y)",BLOOD,"3,190",Serum
609,AL282 - Allergy screening Phadiatop Adult For > 5 years,BLOOD,"1,375",Serum
610,AL283 - Allergy screening Phadiatop Infant For < 5 years,BLOOD,"1,375",Serum
611,AL284 - Allergy screening Tryptase,BLOOD,"4,250",Serum
612,LQ028 - ALPHA-1-ANTITRYPSIN,BLOOD,"2,840",2 ml Serum
613,"AF409 - Aluminium,  Spot Urine",BLOOD,"3,540",10 ml of Spot Urine
614,"AF408 - ALUMINIUM, 24 hrs URINE",BLOOD,"3,540","15 ml of 24 Hrs
Urine. No
Preservative"
615,"AF197 - ALUMINIUM, SERUM",BLOOD,"3,540",3 ml of Serum
616,"AF198 - AMINO ACID ANALYSIS, PLASMA",BLOOD,"3,400",3 ml of EDTA Plasma
617,"AF199 - AMINO ACID ANALYSIS, URINE RANDOM",BLOOD,"3,400","20 ml of Early Morning
Urine"
618,"AF200 - AMINOLEVULINIC ACID,URINE",BLOOD,"3,900",10 ml of 24 Hours Urine In Dark Container. 10 ml of 6 M HCL/ 10 ml of Spot Urine (Protect From Light)
619,GE009 - AMNIOTIC FLUID - PNDT KARYOTYPING,BLOOD,"12,000",20ml Amniotic fluid
620,"GE011 - AMNIOTIC FLUID CELLS FOR 13,18,21,X,Y - FISH PNDT",BLOOD,"13,200",20ml Amniotic fluid
621,"GE010 - AMNIOTIC FLUID FOR 13,21 CHROMOSOME –FISH
PNDT",BLOOD,"12,000",20ml Amniotic fluid
622,"AF206 - ANA PROFILE, SERUM",BLOOD,"4,760",5 ml of Serum
623,MI216 - ANAEROBIC FLUID CULTURE - BACTEC,BLOOD,"1,200",BODY FLUID SPECIMEN
624,"LQ034 - ANCA (ANTINEUTROPHIL CYTOPLASMIC ANTIBODIES), SERUM",BLOOD,"1,760",3 ml of Serum
625,"PN233 - ANDROLOGY PANEL
(LH, FSH, PROLACTIN) (ONLY FOR MALES)",BLOOD,"1,100",SERUM
626,"PN016 - ANEMIA PROFILE III  (CBC, IRON, TIBC, TRANSFERRIN, % TRANSFERRIN SATURATION, FERRITIN, PROTEIN TOTAL, ALBUMIN, A:G RATION, CRP ,Vitamin B12)",BLOOD,"2,000","WHOLE BLOOD EDTA, SERUM"
627,LV024 - ANTI CENTROMERE ANTIBODIES,BLOOD,"1,470",3 ml of Serum
628,"AF050 - ANTI DNASE B (ANTIDEOXYRIBONUCLEASE B), SERUM",BLOOD,"3,400",3 ml Serum
629,LV066 - ANTI HISTONE ANTIBODY,BLOOD,"1,570",2 ml of Serum
630,"LV067 - ANTI INSULIN ANTIBODIES,",BLOOD,"1,900",3 ml of Serum
631,LV146 - ANTI MITOCHONDRIAL ANTIBODIES (AMA) WITH TITRE,BLOOD,"1,710",3 ml of Serum
632,AF207 - ANTI OVARIAN ANTIBODIES,BLOOD,"3,140",2 ml of Serum
633,LM021 - ANTI PARIETAL CELL ANTIBODY (APCA),BLOOD,"2,000",2 ml of Serum
634,"LQ100 - ANTI SACCHAROMYCES CEREVISIAE (ASCA), IGA
ANTIBODY",BLOOD,"2,000",3 ml of Serum
635,"LQ101 - ANTI SACCHAROMYCES CEREVISIAE (ASCA), IGG
ANTIBODY",BLOOD,"2,000",3 ml of Serum
636,LV029 - ANTI SPERM ANTIBODIES,BLOOD,"1,040",2 ml of Serum
637,LQ036 - ANTI THROMBIN III ACTIVITY (FUNCTIONAL),BLOOD,"3,430",2 ml of Platelet Poor Citrated Plasma
638,AF212 - ANTI THROMBIN III ANTIGEN,BLOOD,"4,570",2 ml of Platelet Poor Citrated Plasma
639,AF213 - ANTI-MPO AB (ANTI- MYLEOPEROXIDASE ANTIBODIES),BLOOD,"1,290",3 ml of Serum
640,"CPN1029 - ANTINATEL Check -( Glucose Random, Blood group , Urine-R/M, RPR  (VDRL),HBsAg,HIV,HCV)",BLOOD,800,"PLASMA FLUORIDE, SERUM, WB EDTA, URINE"
641,AF214 - ANTI-PR3 ANTIBODIES,BLOOD,"1,290",3 ml of Serum
642,"BI005 - APOLIPOPROTEIN- A1,SERUM",BLOOD,990,FASTING SERUM (12- 14Hrs.)
643,"BI006 - APOLIPOPROTEIN- B, SERUM",BLOOD,990,FASTING SERUM (12- 14Hrs.)
644,"AF217 - AQUAPORINE 4 SCREENING (NMO ANTIBODIES), SERUM",BLOOD,"4,100",3 ml of Serum
645,"AF137 - ARSENIC, BLOOD",BLOOD,"3,540",3 ml EDTA Whole Blood
646,"AF501 - ARSENIC, URINE RANDOM",BLOOD,"3,540","15 ml of 24 Hours
Urine. No Preservative/ 10 ml
of Spot Urine"
647,LM043 - ASKA (STRIATED) MUSCLE ANTIBODY,BLOOD,"3,240",Serum
648,"LP007 - ASPERGILLUS IGG ANTIBODIES, SERUM",BLOOD,"1,890",3 ml of Serum
649,"LV016 - AUTO IMMUNE HEPATITIS PANEL - (AMA, ANA, ASMA,
LKM-1), IFA",BLOOD,"4,400",SERUM
650,LM046 - AUTOIMMUNE ENCEPHALITIS PANEL SERUM,BLOOD,"20,000",3 ml of Serum
651,"MI053 - BACTERIAL ANTIGEN SCREEN, CSF",BLOOD,"3,960",CSF
652,"MI022 - BACTERIAL ANTIGEN SCREEN, SERUM",BLOOD,"3,960",SERUM
653,"LM067 - BACTERIAL MENINGITIS PANEL 5 ANTIGEN, CSF",BLOOD,"2,290",CSF
654,"LM067 - BACTERIAL MENINGITIS PANEL 5 ANTIGENS, CSF",BLOOD,"4,000",3 ml of CSF
655,"AF502 - BACTERIAL MENINGITIS PANEL 5 ANTIGENS, SERUM",BLOOD,"4,000",3 ml Serum
656,"LQ037 - BARBITURATES, URINE",BLOOD,610,5 ml of Spot Urine
657,"PN036 - BASIC HEALTH CHECK PROFILE (CBC, ESR, URINE R/M, BLOOD GROUP,  FASTING BLOOD SUGAR, CHOLESTEROL, TRIGLYCERIDE, CREATININE, SGPT)",BLOOD,935,"FASTING PLASMA FLUORIDE, SERUM, WB EDTA, URINE"
658,"PN010 - BASIC HEALTH SCREEN, BLOOD & URINE (HB, TLC, DLC, ESR, CHOLESTEROL TOTAL, BILIRUBIN TOTAL, CREATININE, RBS ,URINE R/M)",BLOOD,500,"PLASMA FLUORIDE, SERUM, WB EDTA, URINE"
659,GE019 - BCR ABL1 MUTATION ANALYSIS,BLOOD,"13,890",3 ml of EDTA whole blood
660,MDIL062 - BCR-ABL QUANTITATIVE,BLOOD,"8,500","3 ml of EDTA Whole Blood ""3 ml Bone Marrow In EDTA vacutainer"
661,"LQ038 - BENZODIAZEPINE, URINE",BLOOD,610,5 ml of Spot Urine
662,LV081 - BETA 2 MICROGLOBULIN ( URINE ),BLOOD,"2,260",15 ml of Spot Urine.
663,"LQ039 - BETA 2 MICROGLOBULIN, SERUM",BLOOD,"1,390",Serum
664,"BI110 - BETA HCG FREE, SERUM",BLOOD,920,SERUM
665,"AF222 - BISMUTH, BLOOD",BLOOD,"6,380","3 ml of EDTA Whole
Blood"
666,LV082 - BK VIRUS (QUANTITATIVE),BLOOD,"6,380",20 ml of urine spot sample/ 6 ml of EDTA whole blood
667,MI052 - BLOOD CULTURE BACTEC - PEDIATRIC,BLOOD,900,INOCULATED BACTEC BOTTLE
668,"GE015 - BLOOD FOR 13,21,18,X,Y  FISH TESTING –POST NATAL",BLOOD,"14,100","Blood (3-4ml each) in Heparin Green
Top"
669,"GE014 - BLOOD FOR 13,21/18,X,Y  FISH TESTING –POST NATAL",BLOOD,"13,710","Blood (3-4ml each) in Heparin Green
Top"
670,"PN054 - BOH PANEL-1 (ANTI PHOSPHOLIPID IGG, ANTI PHOSPHOLIPID IGM, TOXOPLASMA IGG, RUBELLA IGG, CMV IGG, HSV 1&2 IGG, TOXOPLASMA IGM, RUBELLA IGM, CMV IGM, HSV 1&2 IGM, ANA, TSH, FACTOR V LEIDEN MUTATION PCR) (ONLY FOR FEMALES)",BLOOD,"7,200","SERUM, WHOLE BLOOD"
671,"PN083 - BOH PANEL-2 : (ANTI PHOSPHOLIPID IGG, ANTI PHOSPHOLIPID IGM, TOXOPLASMA IGG, RUBELLA IGG, CMV IGG, HSV 1&2 IGG, TOXOPLASMA IGM, RUBELLA IGM, CMV IGM, HSV 1&2 IGM, ANA, TSH) (ONLY FOR FEMALES)",BLOOD,"3,650",SERUM
672,LM011 - BORDETELLA PERTUSSIS IGG - QUANTITATIVE,BLOOD,"2,190",3 ml of Serum
673,AF224 - BRAF V600E MUTATION DETECTION,BLOOD,"5,240","Paraffin block  /
FFPE"
674,"PN064 - BREAST CANCER MONITOR I (CA 15.3, CEA)",BLOOD,"1,700",SERUM
675,"LV007 - BRUCELLA ANTIBODY, IGG, SERUM",BLOOD,"1,140",3 ml of Serum
676,"LV006 - BRUCELLA ANTIBODY, IGM, SERUM",BLOOD,"1,140",3 ml of Serum
677,"AF510 - C DIPTHERIA, CULTURE & SENSITIVITY",BLOOD,710,Throat Swab In Sterile Container  / Amies Transport Medium
678,"LM023 - C1 ESTRASE INHIBITOR, SERUM",BLOOD,"3,540",Serum
679,"AF107 - CA72.4, SERUM",BLOOD,"1,610",Serum
680,"AF228 - CADMIUM, 24 HRS URINE",BLOOD,"3,540","10 ml of 24 Hours Urine In Acid Wash
Container"
681,"AF229 - CADMIUM, BLOOD",BLOOD,"3,540","3 ml of EDTA Whole
blood"
682,"AF230 - CADMIUM, URINE SPOT",BLOOD,"3,540","10 ml of Spot Urine In Acid Wash
Container"
683,"AF064 - CALCITONIN, SERUM",BLOOD,"2,000",Serum
684,"BI012 - CALCIUM, 24 HRS URINE",BLOOD,210,"24Hrs. URINE, (ACIDIFIED WITH 6 MHCL)"
685,"AF065 - CALCULUS (STONE) ANALYSIS, GALL BLADDER",BLOOD,"1,040","Gall Bladder Stone
Sample"
686,AF231 - CANDIDA ALBICANS DNA DETECTION PCR,BLOOD,"7,090",3 ml of EDTA Whole Blood/ 5 ml of Body Fluid In Sterile container/ 2 ml CSF In Sterile Container/ Sputum  In Sterile Container/ Tissue In Sterile Saline
687,"P033 - CARDIAC RISK PROFILE-1, SERUM - (CHOLESTEROL TOTAL, CHOLESTEROL-HDL-DIRECT, CHOLESTEROL-LDL- DIRECT, TRIGLYCERIDE, VLDL-CALCULATED, CHOL/HDL RATIO, HSCRP, CKMB)",BLOOD,"1,300",FASTING SERUM (12-14 Hrs.)
688,"AF108 - CATECHOLAMINES, PLASMA",BLOOD,"6,470",3 ml of EDTA plasma
689,"LV008 - CATECHOLAMINES, URINE 24H",BLOOD,"4,290","24 hrs Urine sample.
HCL
preservative"
690,AF237 - CD10 (CALLA),BLOOD,"2,100",3 ml of EDTA Whole Blood
691,AF238 - CD103,BLOOD,"2,100","3 ml of EDTA Whole
Blood"
692,"OS007 - CHIKUNGUNYA PCR, PLASMA",BLOOD,"3,810","3 ml of EDTA Whole
Blood"
693,AF252 - CHLAMYDIA PNEUMONIAE IGA ANTIBODIES,BLOOD,"2,630",3 ml of Serum
694,AF253 - CHLAMYDIA PNEUMONIAE IGG ANTIBODIES,BLOOD,"1,760",3 ml of Serum
695,"LV039 - CHLAMYDIA TRACHOMATIS ANTIBODY, IGG, SERUM",BLOOD,900,3 ml of Serum
696,"LM016 - CHLAMYDIA TRACHOMATIS ANTIBODY, IGM, SERUM",BLOOD,900,3 ml of Serum
697,AF251 - CHLAMYDIA TRACHOMATIS DNA DETECTION,BLOOD,"4,960","Eye Swab In Sterile Container/ Fluid In Sterile Container/ Urine In Sterile Leakproof Container/ Vaginal Swab In Sterile
Container"
698,"BI014 - CHLORIDE, 24 HRS URINE",BLOOD,220,"24Hrs.URINE, PLAIN"
699,"BI115 - CHLORIDE, RANDOM URINE",BLOOD,220,RANDOM URINE
700,"BI015 - CHLORIDE, SERUM",BLOOD,170,SERUM
701,"AF0011 - CHLORIDES, BODY FLUID",BLOOD,240,2 ml of Body Fluid
702,"BI017 - CHOLESTEROL LDL- DIRECT,SERUM",BLOOD,280,"FASTING SERUM (12-
14 Hrs.)"
703,"GE012 - CHORIONIC VILLI CELLS FOR 13,18,21- FISH PNDT",BLOOD,"14,100","10mg of villi strands
in media"
704,GE008 - CHORIONIC VILLUS BIOPSY –PNDT KARYOTYPING,BLOOD,"13,710","40  mg in Sterile
Container"
705,"OS006 - CHROMIUM, 24 HRS URINE",BLOOD,"3,540","10 ml of 24 Hours Urine In
Acid Wash Container"
706,LV086 - CHROMOGRANIN A,BLOOD,"5,530",3 ml of EDTA Plasma
